Insulation,Expanded polystyrene (EPS),EPS Type I closed-cell rigid foam board insulation,2.67,1 m2,Industry,TRUE,"EPS-IA. (2017). Environmental product declaration - Expanded polystyrene insulation. Scope includes A1-A3, B1, & C4. See appendix for details.",2,,
Insulation,Polyiso - wall,Polyisocyanurate closed-cell rigid foam board for wall applications with glass-reinforced aluminum foil facers,4.19,1 m2,Industry,TRUE,"PIMA. (2020). Environmental product declaration - Polyiso wall insulation boards. Scope includes A1-A3, B1, & C4. See appendix for details.",2,,
Insulation,Polyiso - roof - GRF facer,Polyisocyanurate closed-cell rigid foam board for roof applications with glass-fiber-reinforced cellulosic facers,2.2,1 m2,Industry,TRUE,"PIMA. (2020). Environmental product declaration - Polyiso roof insulation boards. Scope includes A1-A3, B1, & C4. See appendix for details.",2,,
Insulation,Polyiso - roof - CFG facer,Polyisocyanurate closed-cell rigid foam board for roof applications with polymer-bonded coated glass facers,3.04,1 m2,Industry,TRUE,"PIMA. (2020). Environmental product declaration - Polyiso roof insulation boards. Scope includes A1-A3, B1, & C4. See appendix for details.",2,,
Insulation,Extruded polystyrene (XPS),Extruded polystyrene closed-cell foam board insulation; conventional HFC- and/or lower-GWP blowing agent,41,1 m2,Product,TRUE,"Average calculated from collection of 6 product EPDs. Scope includes A1-A3, B1, & C4. See appendix for details and citations.",2,,
Insulation,Heavy density mineral wool board,"Semi-rigid mineral wool (natural rock and/or slag fibers) board insulation, 70 - 128 kg/m3 (4.4 - 8 lbs/ft3)",8.35,1 m2,Industry,TRUE,"NAIMA. (2018). Environmental product declaration - Mineral wool board. Scope includes A1-A3, B1, & C4. See appendix for details.",2,,
Insulation,Mineral wool blanket,"Flexible insulating mineral wool (natural rock and/or slag fibers) batts, rolls, or light-density boards, 40 - 69 kg / m3 (2.5 – 4.3 lbs / ft3).",3.33,1 m2,Industry,TRUE,NAIMA. (2018). Environmental product declaration - Mineral wool board.,2,,
Insulation,Closed-cell spray polyurethane foam - medium density,"Medium density closed-cell SPF, typ 1.5-2.5 pcf (24-40 kg/m3), HFC or HFO blowing agent",12.1,1 m2,Industry,TRUE,"Average of closed-cell SPF IW-EPDs: SPFA. (2018). Environmental product declaration - spray polyurethane foam insulation (HFC) and (HFO). Scope includes A1-3, A5, B1, & C4. 20.1 kg CO2e. (HFC) 4.04 kg CO2e. (HFO)  ",2,,
Insulation,Closed-cell spray polyurethane foam - roofing,"High density closed-cell SPF, typ 2.5-4.0 pcf (40-64 kg/m3), HFC or HFO blowing agent",15.5,1 m2,Industry,TRUE,"Average of roofing SPF IW-EPDs: SPFA. (2018). Environmental product declaration - spray polyurethane foam insulation (HFC) and (HFO). Scope includes A1-3, A5, B1, & C4. 26.3 kg CO2e. SPFA. (HFC). 4.8 kg CO2e. SPFA. (2018). (HFO).  ",2,,
Insulation,Closed-cell spray polyurethane foam - 2K-LP,"Two component, low pressure foam, typ 1.8-2.0 pcf (29-32 kg/m3), HFC or HFO blowing agent",19.7,1 m2,Industry,TRUE,"Average of 2k_LP SPF IW-EPDs: SPFA. (2018). Environmental product declaration - spray polyurethane foam insulation (HFC) and (HFO). Scope includes A1-3, A5, B1, & C4. 35.7 kg CO2e. (HFC). 3.7 kg CO2e. (HFO).  ",2,,
Insulation,Open-cell spray polyurethane foam,Open-cell SPF using reactive blowing agent (water),1.6,1 m2,Industry,TRUE,"SPFA. (2018). Environmental product declaration - spray polyurethane foam insulation (HFC) and (HFO). Scope includes A1-A3, A5, B1, & C4. ",2,,
Insulation,Loose-fill cellulose,Cellulose unbonded loose-fill insulation,0.487,1 m2,Industry,TRUE,CIMA. (2019). Industry-wide type III EPD - Conventional loose-fill cellulose insulation.,2,,
Insulation,Loose-fill mineral wool,Mineral wool (natural rock and/or slag fibers) unbonded loose-fill insulation,1.56,1 m2,Industry,TRUE,NAIMA. (2018). Environmental product declaration - Mineral wool loose-fill.,2,,
Cladding and Roofing,Roll-formed metal panel - steel,Roll-formed steel cladding panel such as standing seam or box rib; includes products of various thickness and coating options,1530,100 m2,Industry,FALSE,MCA. (2020). Environmental product declaration - Roll formed cladding.,2,,
Cladding and Roofing,Roll-formed metal panel - aluminum,Roll-formed aluminum cladding panel such as standing seam or box rib; includes products of various thickness and coating options,1860,100 m2,Industry,FALSE,MCA. (2020). Environmental product declaration - Roll formed cladding.,2,,
Cladding and Roofing,Metal composite material (MCM) panel,Sandwich panel composed of metal skins and thin polyethylene or fire-resistant core,2800,100 m2,Industry,FALSE,MCA. (2020). Environmental product declaration - Metal composite material wall and roof panel systems.,2,,
Cladding and Roofing,Single ply membrane roofing - PVC (40 mils),Single ply PVC membrane roofing at 40 mil thickness,4.2,1 m2,Industry,TRUE,CFFA. (2020). Industry average EPD of CFFA SPPR PVC roofing membranes.,2,,
Cladding and Roofing,Single ply membrane roofing - PVC (48 mils),Single ply PVC membrane roofing at 48 mil thickness,5.2,1 m2,Industry,TRUE,CFFA. (2020). Industry average EPD of CFFA SPPR PVC roofing membranes.,2,,
Cladding and Roofing,Single ply membrane roofing - PVC (60 mils),Single ply PVC membrane roofing at 60 mil thickness,6.3,1 m2,Industry,TRUE,CFFA. (2020). Industry average EPD of CFFA SPPR PVC roofing membranes.,2,,
Cladding and Roofing,Single ply membrane roofing - PVC (80 mils),Single ply PVC membrane roofing at 80 mil thickness,8.3,1 m2,Industry,TRUE,CFFA. (2020). Industry average EPD of CFFA SPPR PVC roofing membranes.,2,,
Openings,Flat glass panes,"Clear, low-iron, and tinted glass products that have been manufactured in an unprocessed annealed state.",1430,1 t,Industry,FALSE,NGA. (2019). Environmental product declaration - Flat glass.,3,2500,kg/m3
Finishes,"Gypsum board: 1/2"" Lightweight","1/2"" thick gypsum board, excluding mold and moisture resistant (MMR), fiberglass-reinforced, or glass-mat products",207,1000 ft2,Industry,FALSE,ASMI. (2020). An industry average cradle-to-gate life cycle assessment of 1/2” lightweight and 5/8” type X conventional gypsum board for the USA and Canadian markets.,2,,
Finishes,"Gypsum board: 5/8"" Type X","5/8"" thick Type X gypsum board, excluding mold and moisture resistant (MMR), fiberglass-reinforced, or glass-mat products",277,1000 ft2,Industry,FALSE,"GA. (2020). Industry average EPD for 5/8"" type X conventional gypsum board.",2,,
Finishes,Resilient flooring ,"Includes vinyl sheet flooring, vinyl composition flooring, vinyl tile flooring, rigid core flooring, and rubber flooring ",11.47,1 m2,Industry,TRUE,"Average of six IW-EPDs: Homogeneous Vinyl Flooring: 8.84 kg CO2e/m2 (RFCI, 2019); Heterogeneous Vinyl Flooring: 7.04 kg CO2e/m2 (RFCI, 2019); Rubber Flooring: 15.60 kg CO2e/m2 (RFCI, 2019); Vinyl Composition Tile: 4.96 kg CO2e/m2 (RFCI, 2019); Luxury Vinyl Tile: 11.90 kg CO2e/m2 (RFCI, 2019); Rigid Core Floors: 20.50 kg CO2e/m2 (RFCI, 2019).",2,,
Finishes,Homogeneous Vinyl Flooring,Vinyl flooring with uniform structure and composition from top to bottom,8.84,1 m2,Industry,TRUE,RFCI. (2019). Environmental product declaration - Homogeneous vinyl flooring.,2,,
Finishes,Heterogeneous Vinyl Flooring,"Vinyl flooring with separate layers for wear, decor/pattern, reinforcement, and/or backing ",7.04,1 m2,Industry,TRUE,RFCI. (2019). Environmental product declaration - Heterogeneous vinyl flooring.,2,,
Finishes,Rubber Flooring,Homogeneous (uniform) or heterogeneous (layered) flooring made from synthetic and/or natural rubber. ,15.6,1 m2,Industry,TRUE,RFCI. (2019). Environmental product declaration - Rubber flooring.,2,,
Finishes,Vinyl Composition Tile (VCT),"Homogeneous (uniform) flooring product made from calcium carbonate (limestone), with smaller amounts of PVC, plasticizers, and additives.",4.96,1 m2,Industry,TRUE,RFCI. (2019). Environmental product declaration - Vinyl composition tile.,2,,
Finishes,Vinyl Tile,"Resilient flooring made from calcium carbonate (limestone), with smaller amounts of PVC, plasticizers, additives, and in some cases fiberglas; includes products described as ""vinyl tile,"" ""solid vinyl tile,"" and ""luxury vinyl tile""",11.9,1 m2,Industry,TRUE,RFCI. (2019). Environmental product declaration - Vinyl tile.,2,,
Finishes,Rigid Core Flooring,"Layered vinyl flooring with rigid core made from calcium carbonate (limestone), with smaller amounts of PVC, plasticizers, and additives ",20.5,1 m2,Industry,TRUE,RFCI. (2019). Environmental product declaration - Rigid core flooring.,2,,
